OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,1,2021,,1.380,2.48000,,,KMTNet
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,1,2014,,12.900,1500.00000,,,OGLE
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,1,2018,,14.100,200.00000,,,MOA
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L,1,2022,,5.020,22.24799,,,KMTNet
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,1,2017,1220.00000000,12.300,4253.00000,,,OGLE
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L,1,2022,,13.400,670.61794,,,KMTNet
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,1,2014,,13.200,871.00000,,,MOA
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L,1,2023,,13.400,575.26942,,,KMTNet
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L,1,2021,,2.340,6.05900,,,KMTNet
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,1,2019,,4.420,17.90000,,,OGLE
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,1,2016,,14.300,150.00000,,,OGLE
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,1,2019,,13.100,1043.00000,,,KMTNet
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L,1,2022,,4.590,19.05000,,,KMTNet
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,1,2023,,2.000,4.67000,,,KMTNet
OGLE-2018-BLG-0932L b,OGLE-2018-BLG-0932L,1,2022,,13.900,282.86728,,,KMTNet
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,1,2005,3285.00000000,2.210,5.50000,50,,OGLE
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L,2,2021,,12.700,2034.10180,,,KMTNet
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L,1,2022,,9.600,66.74397,,,KMTNet
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L,1,2022,,9.050,60.38740,,,KMTNet
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L,1,2018,,12.700,2200.00000,,,KMTNet
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,1,2022,,7.560,44.49598,,,OGLE
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,1,2022,,2.410,6.40000,,,OGLE
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,1,2021,,13.600,425.89007,,,OGLE
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,1,2017,,13.000,1300.00000,,,OGLE
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,1,2017,,13.200,890.00000,,,MOA
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L,1,2019,,14.000,230.00000,,,KMTNet
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L,1,2021,,10.500,77.86796,,,KMTNet
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L,1,2023,,13.700,400.46379,,,KMTNet
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L,1,2022,,13.600,460.85119,,,KMTNet
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,1,2020,,13.000,1250.00000,,,KMTNet
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,1,2015,,11.100,86.00000,,,MOA
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L,1,2021,,14.000,245.04570,,,KMTNet
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,1,2023,,2.150,5.27000,,,OGLE
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,1,2018,,11.000,83.70000,,,OGLE
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,1,2018,,8.590,55.30000,,,OGLE
OGLE-2019-BLG-0249L b,OGLE-2019-BLG-0249L,1,2023,,12.700,2262.93826,,,OGLE
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,1,2020,,8.390,53.10000,,,OGLE
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,1,2018,,13.700,407.00000,,,Mauna Kea Observatory
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,1,2017,,14.100,200.00000,,,OGLE
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L,1,2018,,12.200,5700.00000,,,KMTNet
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,1,2022,,13.600,120.77479,,,KMTNet
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L,1,2018,,12.900,1450.00000,,,KMTNet
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,1,2021,,14.000,240.00000,,,OGLE
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L,1,2020,,13.700,397.00000,,,KMTNet
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,1,2018,,9.010,60.00000,,,OGLE
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L,1,2022,,11.400,88.99195,,,KMTNet
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L,1,2022,,14.300,143.02278,,,KMTNet
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,1,2019,,13.400,640.00000,,,KMTNet
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L,1,2022,,9.120,61.27000,,,KMTNet
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,1,2018,,14.000,127.00000,,,OGLE
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L,1,2023,,13.700,368.68095,,,KMTNet
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L,1,2021,,13.700,346.43296,,,KMTNet
OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,2,2022,,13.300,699.22250,,,OGLE
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,1,2009,,4.720,20.00000,,,OGLE
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,1,2021,,13.300,705.57906,,,KMTNet
OGLE-2019-BLG-0362L b,OGLE-2019-BLG-0362L,1,2022,,13.100,1036.12061,,,OGLE
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,1,2021,,12.700,1976.89269,,,OGLE
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,1,2018,,2.950,9.00000,,,OGLE
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,1,2004,,13.200,830.00000,,,OGLE
OGLE-2018-BLG-1119L b,OGLE-2018-BLG-1119L,1,2022,,13.900,289.22385,,,OGLE
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L,1,2022,,1.970,4.55000,,,KMTNet
OGLE-2018-BLG-1126L b,OGLE-2018-BLG-1126L,1,2022,,4.410,17.79839,,,KMTNet
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,1,2010,1980.00000000,13.200,830.00000,,,MOA
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,1,2020,,12.800,1760.00000,,,OGLE
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,1,2019,,3.810,13.93000,,,OGLE
OGLE-2019-BLG-0679L b,OGLE-2019-BLG-0679L,1,2023,,13.100,1061.54688,,,OGLE
OGLE-2019-BLG-1492L b,OGLE-2019-BLG-1492L,1,2022,,6.790,37.10000,,,OGLE
OGLE-2018-BLG-0506L b,OGLE-2018-BLG-0506L,1,2022,,4.180,16.30000,,,OGLE
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,1,2022,,1.490,2.81000,,,KMTNet
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,1,2023,,2.230,5.59000,,,KMTNet
OGLE-2018-BLG-1367L b,OGLE-2018-BLG-1367L,1,2022,,13.800,301.93699,,,KMTNet
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,1,2017,,12.600,2700.00000,,,Multiple Observatories
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,1,2020,,14.200,130.00000,,,OGLE
K2-2016-BLG-0005L b,K2-2016-BLG-0005L,1,2023,4700.00000000,13.700,349.61125,,,K2
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,1,2022,,6.560,34.96112,,,KMTNet
MOA-bin-1L b,MOA-bin-1L,1,2012,,13.000,1200.00000,,,MOA
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L,1,2022,,13.000,1166.43025,,,KMTNet
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,1,2023,,1.330,2.32000,,,KMTNet
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,1,2013,,13.200,868.00000,,,OGLE
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,1,2022,,2.990,9.20000,,,KMTNet
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,1,2020,,13.200,836.00000,,,KMTNet
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,2018,,1.620,3.26900,,,OGLE
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,1,2023,,1.850,4.08000,,,KMTNet
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L,1,2022,,3.350,11.20000,,,KMTNet
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L,1,2022,,13.000,1287.20505,,,KMTNet
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L,1,2023,,13.600,413.17693,,,KMTNet
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L,1,2018,,6.450,34.00000,,,KMTNet
HAT-P-63 b,HAT-P-63,1,2021,3.37772800,12.543,195.14664,1237,4.43,HATNet
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L,1,2022,,12.900,1452.47582,,,KMTNet
OGLE-2019-BLG-0468L c,OGLE-2019-BLG-0468L,1,2022,,12.500,3248.20632,,,OGLE
OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,1,2022,,13.100,1090.15144,,,OGLE
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,1,2018,,4.430,18.00000,,,MOA
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,1,2015,,13.900,280.00000,,,OGLE
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L,1,2022,,13.700,365.50267,,,KMTNet
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,1,2023,,1.700,3.54000,,,KMTNet
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,1,2019,,13.200,807.00000,,,OGLE
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L,1,2022,,2.220,5.56000,,,KMTNet
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,2006,,3.840,14.10000,,,OGLE
OGLE-2018-BLG-0799L b,OGLE-2018-BLG-0799L,1,2022,,10.900,82.63539,,,OGLE
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,1,2012,,13.900,270.00000,,,OGLE
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,1,2012,,7.720,46.10000,,,OGLE
OGLE-2006-BLG-284L A b,OGLE-2006-BLG-284L A,2,2020,,14.300,144.00000,,,OGLE
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,1,2020,,14.200,160.00000,,,OGLE
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,1,2020,,12.400,3585.00000,,,OGLE
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,1,2017,,1.110,1.43000,,,OGLE
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,1,2017,,11.600,92.00000,,,OGLE
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,1,2021,,13.200,813.64072,,,KMTNet
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,1,2019,,14.300,140.00000,,,OGLE
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,1,2021,,12.300,4513.16338,,,OGLE
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,1,2015,,14.100,206.58846,,,OGLE
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,1,2018,,14.200,170.00000,,,MOA
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L,1,2023,,4.050,15.40000,,,KMTNet
Kepler-917 b,Kepler-917,1,2016,2.97041437,1.910,4.31000,991,4.58,Kepler
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L,1,2020,,12.900,1400.00000,,,KMTNet
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,2,2017,,13.000,1330.00000,,,OGLE
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L,1,2020,,2.670,7.59000,,,KMTNet
Kepler-747 b,Kepler-747,1,2016,35.61760587,5.270,24.10000,456,4.58,Kepler
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L,1,2020,,3.190,10.28000,,,KMTNet
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,1,2016,,4.860,21.00000,,,OGLE
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,1,2013,,13.000,1300.00000,,,MOA
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,1,2019,,12.500,3020.00000,,,OGLE
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,1,2019,5480.00000000,12.900,1500.00000,,4.50,OGLE
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,2005,,13.000,1200.00000,55,,OGLE
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,1,2022,,12.800,1754.41281,,,KMTNet
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L,1,2023,,6.910,38.19000,,,KMTNet
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,1,2014,,12.300,4100.00000,,,OGLE
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,1,2011,2800.00000000,3.210,10.40000,,,MOA
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L,1,2023,,13.900,286.04557,,,KMTNet
Kepler-1283 b,Kepler-1283,1,2016,12.94609780,1.910,4.31000,764,4.31,Kepler
Kepler-1484 b,Kepler-1484,1,2016,30.45491360,2.110,5.10000,624,4.49,Kepler
Kepler-717 b,Kepler-717,1,2016,4.40840023,2.420,6.44000,1139,4.53,Kepler
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,1,2012,,12.400,3500.00000,,,MOA
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2,2016,2557.00000000,10.700,80.00000,,,OGLE
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L,1,2023,,5.980,29.87587,,,KMTNet
Kepler-1603 b,Kepler-1603,1,2016,2.27163926,1.290,2.21000,1522,4.28,Kepler
MOA-2019-BLG-008L b,MOA-2019-BLG-008L,1,2022,,12.200,5720.91133,,,MOA
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,1,2016,,13.000,1169.60854,,,OGLE
Kepler-1949 b,Kepler-1949,1,2021,2.20828009,2.220,5.56000,1709,4.19,Kepler
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,1,2016,,6.560,35.00000,,,OGLE
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,1,2012,,14.200,170.00000,,,OGLE
Kepler-1436 b,Kepler-1436,1,2016,9.70571600,1.310,2.27000,1001,4.39,Kepler
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,1,2020,,14.100,210.00000,,,OGLE
OGLE-TR-182 b,OGLE-TR-182,1,2007,3.97910000,12.666,320.99500,1550,4.14,OGLE
Kepler-719 b,Kepler-719,1,2016,5.00731778,8.520,54.50000,998,4.45,Kepler
Kepler-1078 b,Kepler-1078,1,2016,3.00725242,1.900,4.27000,1122,4.49,Kepler
Kepler-1422 b,Kepler-1422,1,2016,18.60519420,2.020,4.74000,833,4.32,Kepler
Kepler-1380 b,Kepler-1380,1,2016,10.31082450,1.430,2.63000,786,4.48,Kepler
Kepler-1504 b,Kepler-1504,1,2016,82.30400300,2.130,5.18000,485,4.55,Kepler
Kepler-835 b,Kepler-835,1,2016,11.41909375,2.790,8.20000,921,4.38,Kepler
Kepler-1506 b,Kepler-1506,1,2016,14.03291540,1.320,2.30000,783,4.49,Kepler
WTS-1 b,WTS-1,1,2012,3.35205700,16.700,1274.44000,1500,4.40,United Kingdom Infrared Telescope
Kepler-891 b,Kepler-891,1,2016,53.44945593,6.410,33.60000,486,4.41,Kepler
Kepler-896 c,Kepler-896,1,2023,29.54225660,3.150,10.10000,515,4.57,Kepler
Kepler-896 b,Kepler-896,1,2016,144.54739600,2.530,6.94000,303,4.56,Kepler
Kepler-1625 b,Kepler-1625,1,2016,287.37894900,6.060,30.60000,350,4.48,Kepler
Kepler-40 b,Kepler-40,1,2010,6.87349000,13.110,699.20000,1620,3.94,Kepler
Kepler-667 b,Kepler-667,1,2016,41.43962808,4.730,20.10000,516,4.53,Kepler
Kepler-943 b,Kepler-943,1,2016,49.77014380,5.930,29.50000,455,4.50,Kepler
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,1,2012,,13.600,480.00000,,,MOA
Kepler-766 b,Kepler-766,1,2016,6.10027804,3.390,11.40000,990,4.36,Kepler
Kepler-269 c,Kepler-269,1,2014,8.12789900,1.690,3.50000,875,4.50,Kepler
Kepler-269 b,Kepler-269,1,2014,5.32671800,2.470,6.66000,1007,4.50,Kepler
Kepler-1799 b,Kepler-1799,1,2021,11.92969990,4.128,15.90000,770,4.52,Kepler
Kepler-767 b,Kepler-767,1,2016,161.52801010,6.640,35.70000,366,4.48,Kepler
Kepler-328 c,Kepler-328,1,2013,71.31200000,5.400,39.40000,475,4.44,Kepler
Kepler-328 b,Kepler-328,1,2013,34.92100000,2.300,28.50000,602,4.44,Kepler
Kepler-1304 b,Kepler-1304,1,2016,16.12888530,2.290,5.86000,715,4.56,Kepler
Kepler-1432 b,Kepler-1432,1,2016,23.91090110,2.220,5.56000,709,4.37,Kepler
Kepler-1403 b,Kepler-1403,1,2016,5.19492202,2.140,5.22000,1238,4.36,Kepler
Kepler-950 b,Kepler-950,1,2016,98.71804060,8.980,59.60000,360,4.44,Kepler
Kepler-1596 b,Kepler-1596,1,2016,66.37337900,1.900,4.27000,471,4.49,Kepler
Kepler-1239 b,Kepler-1239,1,2016,5.19104016,2.900,8.75000,1183,4.20,Kepler
Kepler-1250 b,Kepler-1250,1,2016,2.60754383,1.920,4.35000,1431,4.46,Kepler
Kepler-1437 b,Kepler-1437,1,2016,10.92954610,1.370,2.45000,770,4.51,Kepler
Kepler-557 b,Kepler-557,1,2016,3.70598955,2.670,7.61000,1281,4.35,Kepler
Kepler-939 b,Kepler-939,1,2016,14.87829600,1.750,3.71000,692,4.54,Kepler
Kepler-714 b,Kepler-714,1,2016,8.09888799,9.670,67.60000,986,4.37,Kepler
Kepler-1733 b,Kepler-1733,1,2021,9.22957993,3.636,12.80000,1021,4.35,Kepler
Kepler-1670 b,Kepler-1670,1,2020,20.49980000,3.356,11.20000,731,4.10,Kepler
Kepler-1491 c,Kepler-1491,1,2023,61.56976500,2.440,6.53000,530,4.15,Kepler
Kepler-1491 b,Kepler-1491,1,2016,16.58617620,1.510,2.89000,821,4.45,Kepler
Kepler-669 b,Kepler-669,1,2016,4.12554687,4.830,20.80000,1243,4.34,Kepler
Kepler-1562 b,Kepler-1562,1,2016,64.27377520,3.550,12.30000,554,4.41,Kepler
Kepler-1916 b,Kepler-1916,1,2021,31.25429916,2.618,7.35000,635,4.43,Kepler
Kepler-814 b,Kepler-814,1,2016,6.14698510,2.120,5.14000,1164,4.33,Kepler
Kepler-827 b,Kepler-827,1,2016,51.92927591,5.630,27.00000,574,4.50,Kepler
Kepler-275 d,Kepler-275,1,2014,35.67606200,3.330,11.10000,671,4.23,Kepler
Kepler-275 c,Kepler-275,1,2014,16.08813400,3.380,11.40000,875,4.23,Kepler
Kepler-275 b,Kepler-275,1,2014,10.30068200,2.340,6.08000,1015,4.23,Kepler
Kepler-864 c,Kepler-864,1,2023,2.42150341,1.620,3.26000,1532,4.39,Kepler
Kepler-864 b,Kepler-864,1,2016,5.83376092,2.400,6.35000,1143,4.44,Kepler
Kepler-1555 b,Kepler-1555,1,2016,8.10501635,1.610,3.22000,959,4.40,Kepler
OGLE-TR-132 b,OGLE-TR-132,1,2004,1.68986800,13.450,375.02000,2013,4.31,OGLE
Kepler-1125 b,Kepler-1125,1,2016,17.67006420,1.840,4.04000,778,4.47,Kepler
Kepler-1449 b,Kepler-1449,1,2016,13.22745280,1.680,3.46000,867,4.39,Kepler
CoRoT-31 b,CoRoT-31,1,2020,4.62941000,16.365,266.97720,,3.85,CoRoT
Kepler-912 b,Kepler-912,1,2016,2.53475627,2.800,8.25000,1218,4.37,Kepler
Kepler-1509 b,Kepler-1509,1,2016,25.43381970,1.850,4.08000,667,4.45,Kepler
MOA-2022-BLG-249L b,MOA-2022-BLG-249L,1,2023,,2.040,4.83000,,,MOA
Kepler-698 b,Kepler-698,1,2016,16.32976218,3.680,13.10000,727,4.50,Kepler
Kepler-682 b,Kepler-682,1,2016,12.61190667,7.370,42.60000,753,4.51,Kepler
Kepler-871 b,Kepler-871,1,2016,22.04590180,3.740,13.50000,640,4.37,Kepler
Kepler-677 b,Kepler-677,1,2016,6.57531678,5.380,25.00000,1015,4.45,Kepler
Kepler-1636 b,Kepler-1636,1,2016,425.47785000,3.230,10.50000,248,4.43,Kepler
Kepler-730 c,Kepler-730,1,2018,2.85188338,1.569,3.09000,1607,4.16,Kepler
Kepler-730 b,Kepler-730,1,2016,6.49168281,12.330,,1219,4.16,Kepler
Kepler-729 b,Kepler-729,1,2016,3.16635371,3.580,12.50000,1273,4.50,Kepler
Kepler-1183 b,Kepler-1183,1,2016,28.50571890,2.820,8.35000,555,4.45,Kepler
Kepler-1924 b,Kepler-1924,1,2021,15.33170033,2.654,7.53000,821,4.23,Kepler
Kepler-1249 b,Kepler-1249,1,2016,24.33471270,2.380,6.26000,647,4.29,Kepler
Kepler-1468 d,Kepler-1468,1,2021,19.59059906,3.332,11.10000,819,4.12,Kepler
Kepler-1468 c,Kepler-1468,1,2016,3.54553021,1.150,1.60000,1448,4.42,Kepler
Kepler-1468 b,Kepler-1468,1,2016,8.23984869,1.730,3.64000,1093,4.42,Kepler
Kepler-762 b,Kepler-762,1,2016,3.77055210,12.680,,1302,4.40,Kepler
